texture_name,delimiter_1,x-tile,y-tile,placeholder,x-res,y-res,delimiter_2,actual_num_TGAs
but_hydroponics_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_hyperion_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_hyperion_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_hyperionupgrade_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_imperial battleshipupgrade_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_imperialcuirassier_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_imperialcuirassierupgrade_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_imperial frigateupgrade_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_imperial transportupgrade_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_incanwarrior_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_infoheroone_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_infoherooneupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_infoherotwo_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_infoherotwoupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_isabela_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_isabelaupgrade_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_jackal_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_jackalupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_javelin_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_jester_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_knight_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_knightupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_lancergun_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_lasertrooper_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_lasertrooperupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_law schools_06.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_leopard_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_leopardupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_leviathon battleship_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_leviathon battleshipupgrade_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_libraryofalexandria.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_logguy_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_longbow_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_longbowupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_longswordsman_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_longswordsmanupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_m1_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_m1upgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_macarthur_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_maceman_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_macemanupgrade_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_manfredvonrichtofen_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_manfredvonrichtofenupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_marine_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_marineupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_me109_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_me109upgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_me110_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_me262_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_me262upgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mech factory.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mech laboratory.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_medic_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_medic_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_megaartillery_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_megaartilleryupgrade_12t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_metal casting_03.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_middle age battleshipupgrade_06.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_middle age frigateupgrade_06.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_middle ages catapult_06.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mig15_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_minotaur_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_minotaur_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_minotaurupgrade_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_missilebaseatomic.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_missilebasenano.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_missletrooper_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mkv_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_monotheism_04.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_moorishcav_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_moorishinfantry_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mortar_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mortar_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mortar infantry.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mortarupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mortarupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mosque.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_motorized ambulance_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mri_12.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_musketeer_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_musketeerupgrade_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mysticism_01.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_mythology_03.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nanoatomicbomber_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nanoatomicbomberupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nanoheroone_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nanoherooneupgrade_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nanoherotwo_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nanoherotwoupgrade_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nanotank_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_napoleon_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_napoleonupgrade_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_naval yard.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nebula_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nuc sub_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nuc sub_12.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nuc subupgrade_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_nuonhowitzer_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_observationballoon_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_observationballoon_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_observationballoonupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_occultism_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_oillamp_03.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_olivercromwell_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_olivercromwellupgrade_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_orthopedics_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_otto_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_ottoupgrade_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_p38_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_p51_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_p51upgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_panzer_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_panzerupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_partisan_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pasteurization_09.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_patton_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pattonupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pericles.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pershing_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pershingupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_persiancav_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_persianimmortal_00.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_phalanxupgrade_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pharmacy_05.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pheonix_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pheonixupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pillbox.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pilum_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pilumupgrade_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_polearm_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_polearmupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pope_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_posiedon_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_posiedon_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_priest_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_priest_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_priest_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_priest_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_priest_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_printing press_07.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_prophecy_05.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_prophet_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_prophet_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_prophet_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_pulley_04.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_radardish.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_radioservices_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_ram_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_ram_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_ramupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_reaper_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_redbaron_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_reformation_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_religiousresurgence_12.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_religious tolerance_09.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_richard_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_richardupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_rockthrower_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_roman legionnaire.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_rommel_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_rommelupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_royal battleshipupgrade_09.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_royalcuirassier_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_royal frigateupgrade_09.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_russianspy_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_samurai_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sargon_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_scientific method_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_scuba repairs_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_seaking_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_seaking_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_self sufficiency movement_14.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sentinel_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_serpentine_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_serpentineupgrade_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_settlement.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_shamanism_02.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sharpshooter_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sharpshooter_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sharpshooterupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sherman_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_shermanupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_shortsword_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_shortswordupgrade_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_siegehowitzer_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_siegetower_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_siegetower_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_siegetowerupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_siege workshop.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_simplearcher_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_simplearcherupgrade_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_skywatcher_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_skywatcherupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_slinger_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sopwith_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_sopwithtriplane_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_spanishcav_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_spanishpikeman_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_spearman_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_spitfire_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_spitfireupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_stable.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_staffcar.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_stealth_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_stealthupgrade_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_steam engine_09.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_stinger_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_stone age war raft_02.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_stonethrower_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_streetlamp01.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_streetlamp02.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_talon_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_talonupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_tank factory.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_tariq_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_tarot_07.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_tempest_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_tempest_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_templeofzeus.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_temple.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_tent.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_thor_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_thorupgrade_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_timemachine.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
button_arctic.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
button_desert.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
button_navalmine.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
button_streetlamp.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_tower.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_town center.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transport_02.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transport_05.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transport_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transport_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transportupgrade_03.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transportupgrade_05.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transportupgrade_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_transportupgrade_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_trebuchet_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_trebuchetupgrade_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_trojanhorse_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_typhoon_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_ufo.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_university.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_upgrade wall and tower.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_vaccinations_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_viking_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_virtualservices_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_vitamins_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_volcano.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_wall.sst,b'\x00',3,1,b'\x00\x00\x00',64,64,b'\x00',1
but_warrington_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_warringtonupgrade_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_wealthycitizen_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_wealthycitizen_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_wealthycitizen_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_wealthycitizen_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_wellington_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_william_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_williamupgrade_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_windlass_08.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_zues_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
but_zues_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
camped_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
camped_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
circleareaeffect.sst,b'\x00',4,1,b'\x00\x00\x00',8,8,b'\x00',1
civbuilder_back_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civbuilder_back_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civ buttons_01.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
civ buttons_02.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
clickcommandconfirmation.sst,b'\x00',1,3,b'\x00\x00\x00',64,64,b'\x00',3
cliff_11_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_11_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
cliff_11_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
